experiment_id,sample_id,flow_id,repeat_id,status,candidate_accepted,readability_variables,readability_loops,readability_conditions,readability_logic_flow,readability_structure,readability_overall,readability_variables_rationale,readability_loops_rationale,readability_conditions_rationale,readability_logic_flow_rationale,readability_structure_rationale,readability_summary,readability_rubric_version,readability_source_sha256,readability_evaluated_at,readability_correctness_assessed,evaluator_id,evaluation_method,original_sloc,recovered_sloc,sloc_ratio
experiment_20260801_182616,p02788,F5,0,PASS,True,4,5,5,5,5,4.8,"Names mostly clear; n,d,a terse but conventional, queue state roles readable.","Loops simple, bounded, idiomatic; queue expiration loop understandable.","Predicates direct, minimal boolean noise, clear EOF and health checks.","Control flow linear; no goto, dispatcher noise, hidden branches.","Types, helpers, globals, main organization coherent C style.",Readable conventional C; minor terseness only.,source-readability-1-to-5-v1,502dca861dd1a0d2456070e7adda21f59c36f3ae600c8e75c92501d73f414048,2026-08-03T11:07:30.222641+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02814,F1,0,PASS,True,3,4,3,4,4,3.6,"Core names like array, n, m, half, step help, but v23, v24, v25, narrow793 obscure roles.",for loops clear; gcd while loop readable enough despite synthetic temporaries.,"Predicates mostly direct, but overflow guards, raise paths, cast-heavy arithmetic add artifact noise.","Control flow structured with functions, loops, no gotos, though abort/raise branches interrupt readability.","C organization coherent with helper functions, globals, standard library use, few decompiler artifacts.","Readable recovered C; main algorithm followable, artifact temporaries/casts reduce clarity.",source-readability-1-to-5-v1,d28e49d19d51fcd0a47dbb5fee08b11253f700f1fa249d7247eab6416a39def0,2026-08-03T11:07:35.288677+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02814,F3,0,PASS,True,3,4,3,4,4,3.6,"Names partly meaningful, but globals A,N,M plus temporaries ia,ib,t,q,div obscure roles.","Loops use standard for/while forms with clear indices, though nested target adjustment needs tracing.","Predicates mostly readable, but repeated overflow checks and raise(8) artifacts add noise.","Control flow linear, no goto/dispatcher noise, but error paths and input fallback muddy reading.","Conventional C layout with helper functions and main logic separated, despite global state and artifact-like signal raises.","Readable recovered C with clear structure, moderate temporary/cast/error-artifact clutter.",source-readability-1-to-5-v1,ef71c8885630f107393b1f6787c8622f92225b65ec9f3bab78509a826d144ff5,2026-08-03T11:07:32.560226+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02814,F4,0,PASS,True,2,3,2,3,4,2.8,"Many roles obscured by artifact names like v27, v41, narrow793, val_1088.","Loops use standard for/while forms, but key state like val_1088/max_val unclear.","Predicates partly readable, but bitmask test (div & 0x80000001) == 1 low-level.","Control mostly structured, but repeated raise/exit paths plus nested while obscure intent.","Functions, qsort comparator, allocation, cleanup coherent C organization despite artifacts.","Readable structure remains, but decompiler-like names and predicates limit clarity.",source-readability-1-to-5-v1,df23a6bf5828bd02390763efd9295d710217c428fe439ab2b6ec486a1d4365d3,2026-08-03T11:07:32.394573+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02950,F1,0,PASS,True,1,1,1,1,1,1.0,"Names mostly synthetic: native_object_*, frame_gep*, v*, pre_i326_ph obscure roles, scope, data meaning.","Main loop is dispatcher over magic states, not recognizable domain iteration; loop state hidden in frame slots.","Predicates use casts, bit masks, magic constants, stored boolean bytes, noisy guard artifacts.","Huge switch state machine dominates; control flow flattened, tangled, difficult to trace.","Code uses fake stack frame, global pseudo-objects, pointer arithmetic, decompiler artifacts, weak C-like organization.",Very difficult readability; low-level recovery artifacts dominate source.,source-readability-1-to-5-v1,2423bccc63595b910e18024e010fdcc1941b55e22158da6627b73a7184db08fd,2026-08-03T11:07:32.662283+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02950,F2,0,PASS,True,1,1,1,1,2,1.2,"Names mostly address-like var_209xxxx/native_object_x, roles opaque, many throwaway temporaries.","Main loop is infinite dispatcher switch, iteration intent obscured by state labels.","Predicates use generated not/deobf flags, casts, magic constants, low-level checks.","Control flow dominated by state-machine switch, arbitrary numeric cases, dispatcher noise.","C syntax coherent, helper isolated, but globals, flat main, artificial state structure dominate.","Recovered source readable only as decompiled artifact, not conventional C.",source-readability-1-to-5-v1,6a70f52fddd0f7abf44ed883b92db332c76a5577954f2f85a8770762f72c9e09,2026-08-03T11:07:34.012933+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02950,F3,0,PASS,True,3,4,4,4,4,3.8,"Names mix clear roles like phi_n, idx_B, inv_i with opaque globals A, B, C, g.",Loops are conventional for/while forms with mostly clear bounds and state.,Predicates are simple arithmetic or input checks with little boolean noise.,"Control flow is linear with early returns, nested loops, no goto or dispatcher artifacts.","Program has coherent C organization, one helper power, global arrays, compact main.",Readable recovered C; main weakness opaque mathematical variable naming.,source-readability-1-to-5-v1,91aac47e2582266a95a48330815313947a1928e4644fa898e8a7de259e30e268,2026-08-03T11:07:32.767531+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02950,F4,0,PASS,True,2,4,4,4,3,3.4,"Globals named native_object_* and native_scalar_* obscure roles; locals like mod, val, g, idx help slightly.",Loops use normal for/while forms with clear counters despite sparse naming.,Predicates are mostly direct C expressions with little decompiler boolean noise.,Control flow is straight-line with early returns; no goto or dispatcher artifacts.,"Program has coherent main plus helper, but massive globals and artifact names weaken organization.","Readable control flow, poor recovered naming, moderate decompiler artifacts.",source-readability-1-to-5-v1,b08fc0e59652e4f6e477120d3f6f64d8ffff52d4a2a4697653f1ba2fc51c21d6,2026-08-03T11:07:34.414652+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03006,F1,0,PASS,True,4,4,4,4,4,4.0,"Names mostly meaningful: nodes, parent, rank, size, root_i, root_j; u, v, dx, dy terse but role inferable.",Nested loops conventional; indices clear despite depth.,Predicates simple direct comparisons; no low-level boolean noise.,Control flow linear; early returns clear; no goto or dispatcher artifacts.,Union-find separated into functions and struct; stray __gmon_start__ artifact minor.,Readable C with clear union-find structure; terse coordinate names and deep nesting reduce polish.,source-readability-1-to-5-v1,e6c1dcbd892ace6a14bdeca14559bdeb8689abe36a8351367cb6ae363bf10934,2026-08-03T11:07:35.768195+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03006,F3,0,PASS,True,4,4,4,4,4,4.0,"Variables mostly clear, with A/B and dx/dy concise but N,k,m generic.","Loops regular nested for-loops with visible bounds, though depth heavy.","Conditions simple direct comparisons, minimal boolean artifact noise.","Control flow straightforward with early exits, no goto or dispatcher noise.","Union-find split into coherent struct/functions, main organized conventionally.","Readable conventional C, but terse names and deep nesting reduce clarity.",source-readability-1-to-5-v1,85dc7cdbfefe9576e47184d27fb22d65c044291ddd62d0b1442f3e79ca758e31,2026-08-03T11:07:35.523854+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03006,F4,0,PASS,True,3,4,4,4,4,3.8,"Mixed names: DSU fields clear, but X/Y, sz/rnk, sum_val, min_components less expressive.","Nested loops regular, indexed plainly, bounds visible, though depth adds load.","Predicates simple comparisons, input checks clear, minimal boolean noise.","Straight-line main plus DSU helpers, early exits clear, no goto or dispatcher noise.",Coherent C organization with globals plus small helpers; fixed-size arrays limit clarity slightly.,"Readable conventional C with clear DSU structure, modest naming opacity, deep nesting.",source-readability-1-to-5-v1,506c0f4280ab8109326b76318f468b9cbd032573d9fc9913efb926e70b0e2bf9,2026-08-03T11:07:35.508316+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03111,F1,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear, but N, B, j, k, c1 obscure roles slightly.","Loops are conventional, bounded, easy to trace despite bitmask enumeration.","Predicates are simple input checks, allocation checks, digit filters.","Control flow is linear, no goto, early exits readable.",Small helper plus main form coherent C organization with appropriate standard types.,"Readable recovered C, mostly conventional, minor naming opacity around encoded state.",source-readability-1-to-5-v1,791daeabdbe0db76bc52c7e9e782802f4ca881ae0637ba90824dcacece132740,2026-08-03T11:07:37.113537+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03111,F3,0,PASS,True,4,4,4,4,4,4.0,"Names like count_digit, min_diff, limit aid roles, but A, B, C, j, d stay terse.",Loops are standard for/while forms with simple counters and clear nesting.,"Predicates are direct input checks, allocation check, digit tests, minimum update.","Control flow is linear with early exits, one continue, no goto or dispatcher noise.","Code has coherent helper plus main, conventional allocation, arrays, cleanup.","Readable conventional C, minor opacity from short contest-style names and bitmask encoding.",source-readability-1-to-5-v1,42ef035c95e573c046af331d8e5b8a06ede7890f84b02e34cad4cfe2521c11b3,2026-08-03T11:07:36.746486+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03111,F4,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear for contest style, with A/B/C compact but scoped, N/min_ans meaningful.","Loops are conventional for input, mask enumeration, digit scan, accumulation.","Predicates are simple, readable, with few casts except mask-limit comparison.","Control flow is linear, helper functions isolate digit operations, no goto noise.","C structure coherent, small helpers, clear main phases, minor artifact gmon_start.","Readable conventional C with compact variable names, brute-force mask logic still followable.",source-readability-1-to-5-v1,9f3f7741476202b8d2c51e06af4b4ddca13b24941b2e4502b7a7a31607b5bf3d,2026-08-03T11:07:38.082381+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03142,F1,0,PASS,True,4,4,4,4,4,4.0,"Names clear for graph traversal roles, with only terse u, v, i temporaries.","Loops conventional, bounded, easy to track across input, traversal, output, cleanup.","Predicates simple, readable, mostly direct allocation and bounds checks.","Control flow linear, no goto noise, queue traversal understandable.","Single main organized coherently with Edge type, adjacency arrays, cleanup.","Readable conventional C with clear graph structure, minor terseness, all logic in main.",source-readability-1-to-5-v1,52e30fcd212f7d89293c11496830fca0070590f61a657a7fdf2c062f220d6319,2026-08-03T11:07:37.331173+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03142,F3,0,PASS,True,4,4,4,4,4,4.0,"Names mostly descriptive; N, M, u, v terse but conventional.",Loops simple bounded iterations; queue indices clear enough.,Predicates direct; allocation and bounds checks readable.,Control flow linear; no goto or dispatcher noise.,Single coherent main with Edge type and adjacency data organized conventionally.,"Readable conventional C; compact graph-processing structure, minor terseness.",source-readability-1-to-5-v1,77eece09a888489686227ebbba63f1f1d8ed127f4f17cd56c431068dc2cc32ce,2026-08-03T11:07:37.578966+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03142,F4,0,PASS,True,2,4,4,4,3,3.4,"Many globals use meaningless recovered names like native_object_befdc0, though locals like n, m, u, v, queue are readable.",Loops use standard for/while forms with clear counters and queue state.,"Predicates are direct checks for input, allocation, bounds, and queue progress.","Control flow is linear: read, build adjacency, choose root, traverse queue, print, free.","Single main is coherent C, but recovered globals and raw array encodings weaken structure.","Readable high-level flow, obscured by artifact-heavy global names and implicit data layout.",source-readability-1-to-5-v1,52255fa2a7c83289d7ce0c2b3d409f27988f41cef44f551e3e29f27490fb4464,2026-08-03T11:07:38.766786+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03199,F1,0,PASS,True,3,3,3,3,4,3.2,"Mixed names: Element, count1 clear; arr1, arr2, dp_k, val vague.","Loops structured with for/while, but index roles often implicit.","Predicates readable locally, but compare_27 casts obscure intent.","Straight-line main flow, no goto, but DP transitions hard to trace.","Coherent C functions, struct use, qsort callbacks; decompiler-style names remain.",Readable C skeleton with tangled recovered algorithm details.,source-readability-1-to-5-v1,f7f905f467c539c035f8586612cecbadc58dbd580e7f82c114ee6d95a23e1f58,2026-08-03T11:07:40.242451+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03199,F4,0,PASS,True,3,3,3,3,4,3.2,"Names like A, B, dp, idx, curr obscure roles, though Element fields and counters give some structure.","Loops are standard for/while forms, but nested scans over cntA plus shifting state make iteration hard to track.","Predicates are mostly C-level readable, but compare_A sentinels, bit tests, and compound parity checks reduce clarity.","Control flow is linear without gotos, but algorithm phases and DP transitions lack explanatory structure.","Code has coherent types, helpers, sorting comparators, allocation, cleanup, and C-like organization.","Readable C skeleton, but terse names, magic constants, and dense DP logic limit clarity.",source-readability-1-to-5-v1,e82bffde1f91e966e0e09b174508871fa5742758d5a03daa7e0e4d49b0581cbd,2026-08-03T11:07:41.991910+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03261,F1,0,PASS,True,4,5,5,5,4,4.6,"Names like N, strings, i, j are conventional, scoped, role-clear, though N is terse.","Simple for loops express input, duplicate scan, adjacency scan clearly.","Predicates are direct scanf checks, bounds checks, strcmp test, character link test.","Linear main with early returns, no goto, no dispatcher noise.","Single coherent C function, standard headers, fixed array storage, conventional organization.","Readable conventional C; simple structure, clear control flow, minor naming terseness.",source-readability-1-to-5-v1,b337cac1829030ac8991ceeee08bc811645b695ec2ee66da6877c80080d6a410,2026-08-03T11:07:39.254579+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03261,F2,0,PASS,True,4,5,5,5,4,4.6,"Variables are simple, scoped tightly, mostly meaningful, though A is terse.",Loops are conventional for-loops with clear bounds and roles.,"Predicates are direct, readable, free of low-level artifacts.","Control flow is linear with early exits, no goto or dispatcher noise.","Single coherent main function, standard headers, simple array organization.",Clear conventional C source with minor naming terseness.,source-readability-1-to-5-v1,f5d14750fb9d464199a9af7615abe5d314569adaf46e56a8169390cd914f82df,2026-08-03T11:07:39.356537+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03261,F3,0,PASS,True,4,5,5,5,4,4.6,"Names are short but conventional, with clear roles and tight scopes.",Loops use simple for-iteration with obvious indices and bounds.,"Predicates are direct library-result, duplicate, and adjacency checks.",Control flow is linear with clear early exits and no dispatcher noise.,"Single coherent main uses standard C allocation, input, checks, cleanup.",Readable conventional C with minor brevity in naming.,source-readability-1-to-5-v1,38ebf37a75e53126e0fef71cd4622b82087350b52dc042c5ee7a8e79a24fd8eb,2026-08-03T11:07:40.094905+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03261,F4,0,PASS,True,5,5,5,5,5,5.0,Names clear; scopes tight; temporaries purposeful.,"Nested duplicate check plus adjacency loop are conventional, readable.",Predicates direct; no low-level boolean noise.,Early returns simplify paths; no goto or dispatcher noise.,"Single coherent main; standard allocation, input, checks, cleanup.",Clear conventional C; easy to follow.,source-readability-1-to-5-v1,2c59f9108b974f45560e6e886eca93288673fa7aaaf1c1ee156db45dddfcb915,2026-08-03T11:07:40.270761+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03261,F5,0,PASS,True,5,5,5,5,5,5.0,"Names like N, S, valid, i, j have clear contest-style roles and tight scope.","Input loop, main word loop, duplicate scan loop are simple bounded iterations.","Predicates are direct scanf checks, adjacency check, duplicate check, valid branch.","Straight-line main with early input exits, breaks, final output; no goto noise.","Single coherent C main with standard headers, fixed array, conventional organization.",Readable conventional C; logic easy follow.,source-readability-1-to-5-v1,2ad6c30ea2cd2e2ff5eb72a34102101aa80fa1aa7ed8668d7085cc358408a6b1,2026-08-03T11:07:41.971057+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03430,F1,0,PASS,True,3,4,4,4,4,3.8,"Mixed names: str1, len1, val2 vague; arr role implicit; temporaries mostly local clear.","Nested dynamic-programming loops regular, bounded, easy to trace despite depth.","Predicates simple: allocation/input checks, character comparison, max selection readable.","Straight-line main with early returns; no goto, dispatcher noise, obfuscation.","Single coherent C function, clear allocation/use/free pattern, conventional headers/types.","Readable accepted C; dynamic-programming structure clear, naming generic.",source-readability-1-to-5-v1,c2fbd5d54074250a97802dad8661976b4fd90cc1a90f7b976a3340d6569c75d6,2026-08-03T11:07:41.864318+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03430,F2,0,PASS,True,2,4,4,4,3,3.4,"Names mix clear basics with artifacts like val_48, dim2, dim3, arr, temp.","Nested loops are regular, bounded, purpose partly inferable from indices.",Predicates are simple C expressions with little boolean noise.,"Straight-line main with early exits, no goto or dispatcher noise.","Single coherent function, but flattened 3D array indexing hurts abstraction.","Readable dynamic-programming shape, but artifact naming and manual indexing reduce clarity.",source-readability-1-to-5-v1,8b56f668c0efcc94b3e28ab4dbe26740246b97bf996f5f9e2f29dbc403f09ebf,2026-08-03T11:07:43.855067+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03430,F3,0,PASS,True,3,4,4,4,3,3.6,"Names like str, len, K, dp convey roles partly, but flattened-index arithmetic obscures meaning.","Nested for loops use clear bounds for K, width, left, though depth requires effort.","Predicates are simple allocation, input, equality, max checks with little boolean noise.","Straight-line main with early returns, no goto, readable DP progression.","Single function, standard C organization, but raw flattened 3D array weakens structure.","Readable accepted C; DP intent visible, indexing density main burden.",source-readability-1-to-5-v1,739585f540f66e3a5887614e54260ef962158ff8cd2eb02fcb25c6782e2b1558,2026-08-03T11:07:43.740857+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03430,F4,0,PASS,True,3,4,4,4,4,3.8,"Names mostly meaningful, but terse DP indices i, j, k, L, M obscure roles.",Nested loops are conventional and bounds mostly clear despite dense DP indexing.,"Predicates are simple, readable input checks plus direct character comparison.","Control flow is linear with early exits, no goto or dispatcher noise.","Single coherent C program with clear allocation, DP table macro, cleanup, output.","Readable conventional C overall, with main clarity loss from compact DP indexing and terse variable names.",source-readability-1-to-5-v1,9716c45252cccb03fa5c8690e93d74261d63ea4f6d64ae6f5c305bfdd8e49082,2026-08-03T11:07:42.899693+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03430,F5,0,PASS,True,4,4,4,4,4,4.0,"Names are short but conventional for DP string code, with clear roles for S, K, N, dp, len, l, r.","Nested loops are regular, bounded, and map cleanly to allocation, DP fill, and cleanup phases.",Predicates are simple comparisons with no low-level boolean artifacts or opaque branching.,"Control flow is linear with early input exits, DP computation, output, cleanup, return.","Single-function C is coherent, with conventional allocation, computation, printing, and freeing blocks.","Readable conventional C; terse names, heavy nesting reduce clarity slightly.",source-readability-1-to-5-v1,48ded8ad788ce0662a8494507b2dca85b6af38417900b64c0b71e6694b839c4b,2026-08-03T11:07:44.566612+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03434,F1,0,PASS,True,4,5,5,5,4,4.6,"Names mostly clear; arr generic, comparator v0/v1 temporary names weaker.",Simple for-loops with clear bounds and index state.,"Predicates direct, minimal low-level boolean artifacts.","Straight-line main flow with early exits, no goto noise.",Conventional C organization; minor type inconsistency between long array and int32_t comparator/sums affects readability.,"Readable conventional C with clear control flow, minor naming and type clarity issues.",source-readability-1-to-5-v1,720b2d8b63481e9be6ba7b5dffc7a2355dc6d5636dfd4c2d6684334e010c739b,2026-08-03T11:07:44.339474+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03434,F2,0,PASS,True,3,4,4,4,4,3.8,"Names partly clear, but `lhs`, `rhs`, `v0`, `v1`, `ans` generic, casts add noise.","Simple `for` loops with clear bounds, indices, accumulation state.","Predicates readable, minimal low-level boolean artifacts.","Straight-line `main`, early exits, no goto or dispatcher noise.","Coherent small C program with comparator, allocation, sort, accumulation, output.","Readable conventional C overall, with some decompiler-like casts and generic temporaries.",source-readability-1-to-5-v1,f2786d162f2b266027746bfff8ac80474c4c8624d086f7eff376bf1bde8991f9,2026-08-03T11:07:44.045897+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03434,F3,0,PASS,True,4,5,5,5,4,4.6,"Names are short but role-clear, with limited scope and few temporaries.",Loops are standard for-loops with simple bounds and obvious indices.,"Predicates are direct input, allocation, order, and parity checks without artifacts.","Control flow is linear, early exits are clear, no goto or dispatcher noise.",Program is coherent conventional C with helper comparator and single main routine.,Readable conventional C; minor naming terseness only.,source-readability-1-to-5-v1,69017371804fad2f161e4e8cab1c1818027af1dd6be6c2559ee3f76a5fb97bfc,2026-08-03T11:07:43.836434+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03434,F4,0,PASS,True,2,4,2,3,3,2.8,"Many names are artifact-like globals and temporaries such as native_scalar_4110dc, v64, v67, obscuring roles despite a few clear locals.",For loops over input and array processing are conventional with clear index state.,"Predicates mix simple checks with deobfuscation artifacts, casts, bit tricks, and unused-looking boolean state.","Main flow is mostly linear, but comparator side effects and native_state_slot noise distract from intent.","Program has coherent C functions and allocation flow, but type mismatches, global artifacts, and decompiled scaffolding reduce human-written structure.","Readable main skeleton remains, but low-level recovery artifacts dominate naming, conditions, and structure.",source-readability-1-to-5-v1,12d280f712c23ce2e5b7855bb554767134877a0e80b4c1b46e2813d0f41fef2d,2026-08-03T11:07:48.391267+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03434,F5,0,PASS,True,4,5,5,5,4,4.6,"Names mostly clear; N, A terse but conventional contest variables, alice and bob descriptive.",Loops simple bounded for-loops with clear indices and roles.,"Predicates direct, readable, low artifact noise.","Control flow linear with early exits, no goto or dispatcher noise.","Coherent small C program with comparator and main, conventional organization.",Readable conventional C; minor terseness in variable names only.,source-readability-1-to-5-v1,af052ec28d70ac17b6762f79fdeba938a8889dde7bd5e445a9a7ba025a8a208b,2026-08-03T11:07:45.466803+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03493,F1,0,PASS,True,4,5,5,5,4,4.6,"Variables are few, scoped locally, mostly meaningful, though buf is generic.","No loops present, no tangled iteration state.",Predicates are direct character comparisons with no low-level boolean artifacts.,"Control flow is linear, simple, dispatcher-free.","Functions are coherent C, though empty gmon_start artifact slightly hurts structure.","Clear, conventional small C program with minimal artifact noise.",source-readability-1-to-5-v1,beddc0fb076f929b3fd37a6c4d11d644367346951127bbd9ddf77cd6a00922ad,2026-08-03T11:07:45.486944+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03493,F2,0,PASS,True,2,5,2,3,3,3.0,"Many meaningless temporaries like v1 through v8 obscure simple roles, though buf1, buf2, count are clear.","No loops present, so no tangled iteration state harms readability.","Predicate setup uses casts, bit ops, obfuscated names, making branch meaning hard to read.","Single if/else is easy, but preceding opaque flag computation obscures path choice.","Coherent small C file, but unused gmon_start and native_scalar artifacts reduce human-written feel.",Readable core input/count code buried under decompiler-style temporaries and predicate artifacts.,source-readability-1-to-5-v1,1ea1dfb2974e977507e54bf6415b2f6cf9283e04d525b88cde984c5c01e341c1,2026-08-03T11:07:49.092554+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03493,F3,0,PASS,True,5,5,5,5,5,5.0,"Variables are few, scoped tightly, named by role.","No loops; repeated checks remain simple, readable.",Predicates are direct character comparisons with no boolean noise.,"Control flow is linear, shallow, goto-free.",Single coherent main function uses conventional C organization.,"Clear conventional C, easy to read.",source-readability-1-to-5-v1,97b0797c113a50493c5043361acb3b06b923ee62a9828e8f0b27b549655ed628,2026-08-03T11:07:47.446581+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03493,F4,0,PASS,True,2,5,2,4,4,3.4,"Many meaningless temporaries like v1-v8, narrow_i, not798_i obscure roles; buf1, buf2, counter remain clear.","No loops present; repeated checks are simple, no tangled iteration state.","Predicate not798_i built from casts, bit ops, deobf artifact names, hiding intent.",Straight-line main with one if/else; no goto or dispatcher noise.,"Coherent C file with main and helper, but global native_scalar artifacts and variadic scan wrapper reduce naturalness.","Readable high-level shape, but decompiler-style temporaries and boolean artifacts hurt clarity.",source-readability-1-to-5-v1,ba6e4acc9cfefaaf364f4572432bd9106a8a4116607c2a3dff8174e1d154fc31,2026-08-03T11:07:51.778546+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03493,F5,0,PASS,True,5,5,5,5,5,5.0,"Names are simple, scoped, role-clear: s, count, i.",Single bounded for-loop has clear index state and termination.,"Predicates are direct, readable scanf, bounds, null, character checks.","Straight-line main with one input guard, one loop, no goto noise.",Conventional small C program with coherent main and standard library use.,Clear conventional C; logic easy to follow.,source-readability-1-to-5-v1,7f0c5468df4320faf5ebe701dd9573582f9ffc35256348aa28834f394b75c524,2026-08-03T11:07:48.008605+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03510,F1,0,PASS,True,3,4,4,4,4,3.8,"Names A, B, C, D, j obscure roles, but Pair fields and limited scope help.","For loops are conventional, bounded, simple; while state j is understandable.","Predicates are direct input, allocation, bounds, comparison checks with little artifact noise.","Control flow is linear with early exits, no goto, no dispatcher clutter.","Code has coherent Pair type, compare helper, main pipeline, clean allocation/free organization.",Readable conventional C with weak domain naming but clear structure and flow.,source-readability-1-to-5-v1,6e4b5d503cc9b9777aa75e894c2a6e00f9b979459152cddedfbba6d1dec90eb0,2026-08-03T11:07:47.764635+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03510,F3,0,PASS,True,3,4,4,4,4,3.8,"Names X, Y, Z, W, M stay terse, but Pair fields, ans, i, j roles remain mostly traceable.",Simple for loops plus one bounded while make iteration structure readable.,"Predicates are direct scanf, allocation, bounds, comparison checks with little boolean noise.","Straight-line main flow, early returns, no goto or dispatcher artifacts.","Coherent C organization with Pair type, comparator, dynamic arrays, cleanup.","Readable recovered C with conventional structure, weakened mainly by terse domain variable names.",source-readability-1-to-5-v1,20923a3c73b4b3cc51ff12c9f15ee7dd1ecdd68a57d81793281fab38970be977,2026-08-03T11:07:49.482008+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p03510,F4,0,PASS,True,4,4,4,4,4,4.0,"Names mostly meaningful for roles, though A/B/C/D, p/q remain terse.",Loops use standard for/while forms with clear bounds and state.,"Predicates are simple allocation, input, merge, range checks.",Control flow is linear with helper sort functions and no dispatcher noise.,"Code has coherent Pair type, merge sort helpers, allocation, processing, cleanup.","Readable conventional C with clear structure, minor terseness in domain variable names.",source-readability-1-to-5-v1,ee2d91d1730b2f828db681ff2715712903d82275dfda859d61d2d04eadcf9d74,2026-08-03T11:07:50.882446+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
